"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка входа с с невалидным логином и паролем","196","Проверка входа с с невалидным логином и паролем","Surefire suite","Mon Oct 06 15:05:35 UTC 2025","broken","Mon Oct 06 15:05:36 UTC 2025","tests.ui.LoginTest","Surefire test","tests.ui.LoginTest","checkAuthNegative"
"","2","checkCreateProject","Surefire suite","Mon Oct 06 15:05:22 UTC 2025","skipped","Mon Oct 06 15:05:22 UTC 2025","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","checkCreateProject"
"","0","checkAuthPositive","Surefire suite","Mon Oct 06 15:05:36 UTC 2025","skipped","Mon Oct 06 15:05:36 UTC 2025","tests.ui.LoginTest","Surefire test","tests.ui.LoginTest","checkAuthPositive"
"","281","Проверка создания нового проекта","Surefire suite","Mon Oct 06 15:05:35 UTC 2025","broken","Mon Oct 06 15:05:35 UTC 2025","tests.ui.ProjectTest","Surefire test","tests.ui.ProjectTest","checkCreateProject"
"","1","test4","Surefire suite","Mon Oct 06 15:05:35 UTC 2025","skipped","Mon Oct 06 15:05:35 UTC 2025","tests.ui.ProjectTest","Surefire test","tests.ui.ProjectTest","test4"
"","12292","Создание теста в действующем проекте","Surefire suite","Mon Oct 06 15:05:22 UTC 2025","broken","Mon Oct 06 15:05:35 UTC 2025","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","checkCreateCase"
"Проверка сообщения о создании тест-кейса","0","Проверка сообщения о создании тест-кейса","Surefire suite","Mon Oct 06 15:05:35 UTC 2025","skipped","Mon Oct 06 15:05:35 UTC 2025","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","checkVerificationMessage"
"Проверка логина с негативными данными","1","Проверка логина с негативными данными","Surefire suite","Mon Oct 06 15:05:36 UTC 2025","skipped","Mon Oct 06 15:05:36 UTC 2025","tests.ui.LoginTest","Surefire test","tests.ui.LoginTest","paramNegativeTest"
"","0","Проверка входа с пустым паролем","Surefire suite","Mon Oct 06 15:05:36 UTC 2025","skipped","Mon Oct 06 15:05:36 UTC 2025","tests.ui.LoginTest","Surefire test","tests.ui.LoginTest","checkAuthNegativeNullPassword"
"","1","checkOpenPageCreateTestCase","Surefire suite","Mon Oct 06 15:05:35 UTC 2025","skipped","Mon Oct 06 15:05:35 UTC 2025","tests.ui.ProjectTest","Surefire test","tests.ui.ProjectTest","checkOpenPageCreateTestCase"
"Проверка удаления тест-кейса","0","Проверка удаления тест-кейса","Surefire suite","Mon Oct 06 15:05:35 UTC 2025","skipped","Mon Oct 06 15:05:35 UTC 2025","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","checkDeleteCase"
"","0","tearDawn","Surefire suite","Mon Oct 06 15:05:35 UTC 2025","broken","Mon Oct 06 15:05:35 UTC 2025","tests.ui.LoginTest","Surefire test","tests.ui.LoginTest","tearDawn"
"","0","Создание нового проекта без названия","Surefire suite","Mon Oct 06 15:05:35 UTC 2025","skipped","Mon Oct 06 15:05:35 UTC 2025","tests.ui.ProjectTest","Surefire test","tests.ui.ProjectTest","checkNewProjectWithoutTitle"
"","1","tearDawn","Surefire suite","Mon Oct 06 15:05:35 UTC 2025","broken","Mon Oct 06 15:05:35 UTC 2025","tests.ui.CaseTest","Surefire test","tests.ui.CaseTest","tearDawn"
"","2","initAPIAdapter","Surefire suite","Mon Oct 06 15:05:22 UTC 2025","broken","Mon Oct 06 15:05:22 UTC 2025","tests.api.ProjectTest","Surefire test","tests.api.ProjectTest","initAPIAdapter"
"","0","tearDawn","Surefire suite","Mon Oct 06 15:05:35 UTC 2025","broken","Mon Oct 06 15:05:35 UTC 2025","tests.ui.ProjectTest","Surefire test","tests.ui.ProjectTest","tearDawn"
"","0","checkDeleteProject","Surefire suite","Mon Oct 06 15:05:35 UTC 2025","skipped","Mon Oct 06 15:05:35 UTC 2025","tests.ui.ProjectTest","Surefire test","tests.ui.ProjectTest","checkDeleteProject"
"Проверка логина с негативными данными","0","Проверка логина с негативными данными","Surefire suite","Mon Oct 06 15:05:36 UTC 2025","skipped","Mon Oct 06 15:05:36 UTC 2025","tests.ui.LoginTest","Surefire test","tests.ui.LoginTest","paramNegativeTest"
